ID,ACCOUNT_TYPE,LIMIT_BAL,GENDER,AGE,MARITAL_STATUS,EDUCATION,JOB_TYPE,HOUSING,LOAN,default payment in Jan 2022
X004231,Current account,289973,Male,42,Married,High school,Part-time,yes,no,0
X004232,Salary account,179097,Female,49,Married,Vocational degree,Technician,no,unknown,0
X004233,Salary account,150203,Male,58,Single,Vocational degree,Services,no,no,0
X004234,Salary account,60339,Female,31,Single,Vocational degree,Technician,unknown,yes,0
X004235,Current account,260536,Female,35,Married,High school,Part-time,no,no,0
X004236,Savings account,150789,Male,30,Married,Primary school,Administration,no,no,1
X004237,Current account,229067,Male,54,Married,Primary school,Administration,yes,no,0
X004238,Salary account,250420,Female,28,Single,Vocational degree,Services,yes,no,0
X004239,Current account,69112,Female,27,Married,Primary school,Administration,no,no,0
X004240,Salary account,359187,Male,44,Single,High school,Entreprenuer,yes,no,1
X004241,Savings account,200951,Male,35,Divorced,College degree,Retired,no,no,0
X004242,Savings account,30711,Female,28,Married,College degree,Entreprenuer,no,no,0
X004243,Salary account,19997,Male,30,Married,Vocational degree,Technician,yes,yes,0
X004244,Savings account,80892,Male,68,Married,College degree,Entreprenuer,yes,no,0
X004245,Salary account,260804,Female,30,Married,Vocational degree,Technician,yes,unknown,0
X004246,Current account,210802,Female,34,Married,Secondary school,Part-time,yes,no,0
X004247,Salary account,49341,Male,37,Married,unknown,Technician,no,yes,0
X004248,Salary account,139675,Male,26,Married,Vocational degree,Technician,no,yes,0
X004249,Salary account,89417,Male,41,Married,College degree,Entreprenuer,yes,no,0
X004250,Salary account,19954,Male,30,Married,College degree,Entreprenuer,no,no,0
X004251,Current account,359190,Male,44,Single,High school,Part-time,yes,no,0
X004252,Current account,580141,Female,57,Married,High school,Part-time,yes,no,0
X004253,Salary account,180107,Male,39,Single,Vocational degree,Services,no,no,0
X004254,Current account,60966,Male,53,Married,Secondary school,Administration,no,no,0
X004255,Salary account,59580,Female,24,Married,Vocational degree,Technician,yes,no,0
X004256,Salary account,49472,Male,30,Single,Vocational degree,Technician,yes,no,0
X004257,Current account,99681,Female,38,Married,High school,Part-time,no,no,0
X004258,Current account,379957,Male,46,Married,Primary school,Administration,yes,no,0
X004259,Current account,309226,Female,38,Single,High school,Part-time,no,no,0
X004260,Current account,49749,Male,37,Married,Primary school,Part-time,yes,no,0
X004261,Salary account,19311,Male,32,Married,Vocational degree,Services,yes,no,0
X004262,Current account,29692,Female,49,Married,Secondary school,Part-time,no,no,0
X004263,Current account,49078,Female,30,Married,Middle school,Business owner,no,no,1
X004264,Savings account,29920,Female,50,Married,Primary school,Administration,no,no,1
X004265,Salary account,489250,Male,41,Single,Vocational degree,Technician,no,unknown,0
X004266,Current account,500819,Female,35,Single,Secondary school,Part-time,no,no,0
X004267,Current account,79974,Male,26,Married,Secondary school,Part-time,no,no,0
X004268,Salary account,200951,Male,35,Married,Vocational degree,Services,yes,no,0
X004269,Current account,359182,Male,30,Married,College degree,Management,no,no,0
X004270,Savings account,29138,Male,37,Divorced,Primary school,Administration,no,no,1
X004271,Salary account,171000,Female,37,Married,Vocational degree,Technician,no,yes,0
X004272,Current account,10141,Male,22,Married,Primary school,Administration,yes,no,0
X004273,Current account,229578,Female,54,Married,Secondary school,Part-time,no,no,0
X004274,Salary account,200356,Male,48,Married,High school,Entreprenuer,no,no,1
X004275,Salary account,159512,Female,36,Married,Vocational degree,Technician,yes,no,0
X004276,Current account,270210,Male,33,Married,Middle school,Business owner,no,no,0
X004277,Current account,79078,Male,26,Married,High school,Business owner,yes,no,0
X004278,Salary account,360400,Female,27,Married,Vocational degree,Technician,yes,yes,0
X004279,Current account,139537,Female,27,Married,High school,Business owner,yes,no,0
X004280,Savings account,79828,Female,42,Single,College degree,Retired,no,no,0
X004281,Salary account,199511,Female,26,Married,Vocational degree,Technician,yes,no,0
X004282,Current account,79577,Female,25,Married,Middle school,Administration,yes,no,0
X004283,Current account,390435,Male,36,Divorced,Secondary school,Part-time,yes,no,0
X004284,Salary account,80134,Female,33,Married,High school,Services,no,no,0
X004285,Current account,79567,Female,42,Married,Secondary school,House help,yes,no,1
X004286,Savings account,20844,Male,31,Married,Primary school,Administration,yes,no,0
X004287,Salary account,30788,Female,24,Married,Vocational degree,Technician,no,no,0
X004288,Current account,60265,Male,21,Married,Secondary school,Administration,no,no,0
X004289,Salary account,100135,Female,27,Married,Vocational degree,Services,no,no,0
X004290,Current account,100288,Male,51,Married,Primary school,Administration,no,no,0
X004291,Current account,39901,Female,50,Married,Secondary school,Part-time,no,no,0
X004292,Current account,119662,Female,28,Divorced,Secondary school,Administration,no,no,0
X004293,Salary account,20228,Female,55,Married,Vocational degree,Technician,yes,unknown,0
X004294,Current account,309851,Female,26,Married,High school,Part-time,no,no,0
X004295,Savings account,50816,Male,25,Married,Primary school,Part-time,no,no,0
X004296,Salary account,499150,Male,47,Single,Vocational degree,Technician,no,yes,0
X004297,Current account,289454,Male,41,Married,Secondary school,Part-time,yes,no,0
X004298,Current account,30369,Male,33,Married,Primary school,Administration,yes,no,0
X004299,Current account,99079,Female,22,Married,Middle school,Administration,no,no,0
X004300,Current account,359693,Female,31,Married,Secondary school,Part-time,no,no,0
X004301,Salary account,19748,Male,52,Married,College degree,Technician,unknown,yes,0
X004302,Salary account,150791,Female,36,Married,Secondary school,Retired,no,no,0
X004303,Salary account,359033,Female,33,Married,Vocational degree,Services,no,no,0
X004304,Current account,489422,Female,31,Married,High school,Part-time,yes,no,0
X004305,Salary account,40022,Female,46,Married,Vocational degree,Technician,yes,unknown,0
X004306,Current account,99070,Female,34,Divorced,Middle school,Administration,yes,no,0
X004307,Current account,20498,Female,26,Married,Primary school,Administration,no,no,0
X004308,Current account,500577,Female,31,Married,High school,Part-time,no,no,0
X004309,Salary account,49281,Male,29,Married,Vocational degree,Services,no,no,0
X004310,Current account,259155,Male,35,Married,Secondary school,Administration,no,no,0
X004311,Salary account,139700,Female,51,Married,Vocational degree,Services,no,no,0
X004312,Current account,260421,Male,51,Married,Primary school,Administration,yes,no,0
X004313,Current account,199004,Female,34,Married,Secondary school,Part-time,yes,no,0
X004314,Current account,50140,Female,28,Married,Secondary school,Part-time,no,no,0
X004315,Current account,199365,Female,33,Married,High school,Business owner,yes,no,0
X004316,Current account,20722,Female,26,Single,High school,Part-time,yes,no,0
X004317,Savings account,10812,Male,25,Married,College degree,Retired,yes,no,0
X004318,Salary account,30405,Male,36,Married,Vocational degree,Technician,yes,yes,0
X004319,Salary account,170763,Female,39,Married,unknown,unknown,no,yes,0
X004320,Salary account,50104,Female,46,Single,Vocational degree,Services,yes,no,0
X004321,Salary account,419411,Female,35,Divorced,Secondary school,Management,yes,no,0
X004322,Current account,70663,Female,28,Single,High school,Part-time,no,no,0
X004323,Salary account,300087,Female,31,Married,Vocational degree,Student,no,no,0
X004324,Savings account,499412,Male,32,Married,College degree,Management,no,no,0
X004325,Salary account,20607,Female,47,Single,College degree,Entreprenuer,no,no,0
X004326,Salary account,280216,Female,28,Married,Vocational degree,Services,no,no,0
X004327,Current account,150209,Male,40,Married,High school,Part-time,no,no,0
X004328,Current account,179088,Male,33,Married,Secondary school,Part-time,no,no,0
X004329,Salary account,50713,Male,27,Married,Vocational degree,Services,no,no,0
X004330,Salary account,150832,Female,22,Divorced,Vocational degree,Services,yes,no,0
X004331,Current account,30887,Male,28,Married,Secondary school,Administration,yes,no,0
X004332,Current account,249206,Male,37,Married,High school,Part-time,no,no,0
X004333,Salary account,300585,Female,38,Divorced,Vocational degree,Technician,yes,no,0
X004334,Current account,80030,Male,29,Married,High school,Part-time,no,no,0
X004335,Salary account,49041,Female,56,Married,Vocational degree,Technician,no,yes,0
X004336,Current account,120842,Male,34,Divorced,Secondary school,Part-time,no,no,0
X004337,Current account,329319,Female,37,Divorced,Primary school,Part-time,no,no,0
X004338,Savings account,140690,Female,31,Married,College degree,Retired,no,no,0
X004339,Salary account,149142,Female,52,Married,unknown,unknown,no,yes,0
X004340,Current account,330799,Male,58,Married,Primary school,Administration,no,no,0
X004341,Current account,379625,Female,33,Divorced,High school,House help,no,no,0
X004342,Current account,50655,Male,34,Married,College degree,Management,yes,no,0
X004343,Current account,119825,Female,25,Single,High school,Business owner,yes,no,0
X004344,Current account,150551,Female,35,Divorced,High school,Part-time,unknown,no,0
X004345,Current account,130627,Female,40,unknown,Primary school,Administration,yes,no,0
X004346,Current account,160566,Female,28,Married,High school,House help,yes,no,0
X004347,Current account,29919,Female,44,Single,College degree,Management,no,no,0
X004348,Current account,369053,Male,32,Married,Secondary school,Administration,no,no,0
X004349,Current account,179137,Female,53,Married,High school,Part-time,no,no,0
X004350,Current account,49226,Male,52,Divorced,Secondary school,Part-time,no,no,0
X004351,Current account,170375,Female,35,Married,Middle school,Part-time,yes,no,0
X004352,Savings account,60747,Female,25,Married,Primary school,Administration,yes,no,1
X004353,Current account,19233,Male,34,Married,High school,Part-time,yes,no,0
X004354,Savings account,19947,Male,22,Single,Primary school,Administration,yes,no,1
X004355,Salary account,50434,Female,25,Married,Vocational degree,Technician,no,no,0
X004356,Salary account,149476,Female,53,Married,Vocational degree,Entreprenuer,no,no,0
X004357,Current account,169805,Female,33,Married,Middle school,Administration,yes,no,0
X004358,Current account,29780,Female,41,Married,High school,Part-time,no,no,0
X004359,Current account,50106,Female,23,Married,Middle school,Business owner,no,no,1
X004360,Current account,100295,Male,24,Married,Secondary school,Administration,no,no,0
X004361,Current account,499123,Male,51,Married,High school,Part-time,no,no,0
X004362,Current account,180794,Male,33,Married,Secondary school,Administration,no,no,0
X004363,Salary account,279888,Male,34,Single,Vocational degree,Entreprenuer,no,no,0
X004364,Savings account,50414,Female,26,Divorced,College degree,Retired,no,no,0
X004365,Current account,360854,Female,50,Married,High school,Part-time,no,no,0
X004366,Current account,170085,Male,42,Married,Middle school,Administration,no,no,0
X004367,Savings account,90412,Male,36,Single,Primary school,Administration,no,no,1
X004368,Current account,49841,Female,24,Married,High school,Part-time,yes,no,0
X004369,Salary account,20637,Male,26,Married,Vocational degree,Technician,yes,yes,0
X004370,Current account,220543,Female,35,Single,High school,Part-time,no,no,0
X004371,Current account,199242,Female,23,Married,Primary school,Administration,no,no,0
X004372,Salary account,69074,Female,30,Divorced,Vocational degree,Technician,yes,no,0
X004373,Salary account,400986,Female,28,Married,Secondary school,Management,no,no,1
X004374,Current account,89575,Female,38,Divorced,College degree,Management,no,no,0
X004375,Salary account,49913,Female,52,Married,High school,Entreprenuer,yes,no,0
X004376,Salary account,59688,Male,29,Married,unknown,Unemployed,yes,yes,1
X004377,Current account,49005,Female,47,Married,Middle school,Administration,yes,no,0
X004378,Salary account,100498,Male,54,Married,High school,Entreprenuer,yes,no,1
X004379,Salary account,179240,Female,35,Single,High school,Services,yes,no,0
X004380,Salary account,210890,Female,40,Single,Vocational degree,Services,yes,no,0
X004381,Current account,430731,Female,35,Single,Middle school,Administration,no,no,0
X004382,Current account,19686,Female,40,Married,Secondary school,Part-time,yes,no,0
X004383,Savings account,39299,Female,50,Divorced,Primary school,Administration,no,no,0
X004384,Current account,179817,Female,29,Married,High school,Business owner,yes,no,0
X004385,Current account,139522,Female,29,Married,Secondary school,Part-time,yes,no,0
X004386,Salary account,30393,Female,44,Married,unknown,unknown,no,yes,0
X004387,Salary account,210104,Male,34,Single,Vocational degree,Technician,no,yes,0
X004388,Savings account,90222,Male,35,Married,Primary school,Administration,no,no,1
X004389,Salary account,159610,Female,31,Single,Vocational degree,Technician,yes,no,0
X004390,Current account,130542,Female,28,Married,High school,Part-time,no,no,0
X004391,Savings account,9528,Female,23,Married,Primary school,Administration,no,no,1
X004392,Current account,170286,Male,39,Married,High school,Part-time,no,no,0
X004393,Salary account,20472,Male,28,Married,Vocational degree,Services,no,no,0
X004394,Current account,49592,Female,30,Single,College degree,Management,no,no,0
X004395,Salary account,360278,Male,58,Married,Vocational degree,Services,no,no,0
X004396,Current account,50191,Female,25,Married,High school,Part-time,yes,no,0
X004397,Current account,80204,Female,26,Married,Secondary school,Part-time,no,no,0
X004398,Current account,160950,Male,31,Married,High school,House help,no,no,0
X004399,Salary account,379872,Male,38,Married,Vocational degree,Technician,no,yes,0
X004400,Salary account,219172,Female,31,Single,Vocational degree,Services,yes,no,0
X004401,Current account,50580,Male,56,Divorced,High school,Part-time,yes,no,0
X004402,Current account,139335,Female,51,Married,High school,House help,yes,no,0
X004403,Salary account,269351,Male,49,Married,Vocational degree,Services,no,no,0
X004404,Salary account,50876,Male,27,Single,Vocational degree,Technician,yes,yes,0
X004405,Salary account,99141,Female,23,Married,Secondary school,Entreprenuer,yes,no,1
X004406,Salary account,360397,Male,28,Single,Vocational degree,Entreprenuer,yes,no,0
X004407,Savings account,20217,Male,38,Married,College degree,Retired,yes,no,0
X004408,Current account,49481,Male,25,Divorced,Primary school,Administration,yes,no,0
X004409,Salary account,360687,Female,46,Married,Vocational degree,Technician,no,no,0
X004410,Current account,19620,Female,50,Married,Middle school,Administration,no,no,0
X004411,Current account,99138,Male,40,Married,Secondary school,Part-time,no,no,0
X004412,Current account,79169,Male,25,Married,Secondary school,Part-time,unknown,no,0
X004413,Salary account,139531,Male,40,Married,Vocational degree,Technician,no,no,0
X004414,Current account,390550,Female,28,Divorced,High school,Business owner,yes,no,0
X004415,Current account,349408,Male,40,Married,Middle school,Administration,yes,no,0
X004416,Current account,169525,Male,46,Married,Middle school,Administration,yes,no,0
X004417,Salary account,269934,Female,36,Married,Vocational degree,Technician,yes,yes,0
X004418,Current account,459086,Female,41,Married,Secondary school,Administration,yes,no,0
X004419,Current account,199139,Female,35,Single,Secondary school,Administration,yes,no,0
X004420,Salary account,450043,Female,27,Married,Vocational degree,Services,yes,no,0
X004421,Current account,240975,Male,45,Married,Secondary school,Administration,no,no,0
X004422,Savings account,259290,Female,30,Married,College degree,Retired,yes,no,0
X004423,Current account,110839,Female,32,Married,High school,Part-time,no,no,0
X004424,Current account,50164,Male,53,Single,Secondary school,Administration,yes,no,0
X004425,Current account,249550,Female,49,Divorced,High school,Part-time,no,no,0
X004426,Salary account,379698,Male,39,Married,unknown,Unemployed,yes,yes,1
X004427,Current account,109697,Female,26,Married,Primary school,Administration,yes,no,0
X004428,Savings account,199900,Female,46,Married,College degree,Entreprenuer,no,no,0
X004429,Current account,499035,Female,42,Married,High school,Business owner,no,no,0
X004430,Salary account,260805,Female,35,Married,Vocational degree,Technician,yes,no,0
X004431,Current account,269301,Female,38,Married,Primary school,Administration,no,no,0
X004432,Current account,150474,Male,27,Married,Middle school,Administration,yes,no,0
X004433,Salary account,29962,Female,41,Married,unknown,unemployed,no,yes,0
X004434,Current account,290612,Female,47,Married,High school,Business owner,yes,no,0
X004435,Salary account,200414,Male,29,Married,Vocational degree,Services,no,no,0
X004436,Current account,210346,Female,37,Married,High school,Part-time,yes,no,0
X004437,Current account,100983,Female,50,Married,High school,Business owner,no,no,0
X004438,Current account,50045,Female,43,Married,College degree,Management,yes,no,0
X004439,Current account,210815,Female,56,Married,High school,Part-time,no,no,0
X004440,Salary account,239562,Male,42,Married,Vocational degree,Services,no,no,0
X004441,Current account,140431,Female,26,Divorced,Secondary school,Administration,no,no,0
X004442,Current account,50504,Male,49,Married,College degree,Management,no,no,0
X004443,Salary account,359541,Female,27,Married,unknown,Unemployed,yes,yes,1
X004444,Salary account,179716,Male,47,Married,Vocational degree,Technician,unknown,yes,0
X004445,Salary account,99560,Male,38,Married,Vocational degree,Technician,yes,no,0
X004446,Salary account,90572,Female,27,Divorced,Vocational degree,Technician,no,no,0
X004447,Current account,89465,Female,37,Married,College degree,Management,no,no,0
X004448,Current account,90789,Male,54,Married,High school,Part-time,yes,no,0
X004449,Savings account,29521,Male,26,Married,Primary school,Administration,yes,no,1
X004450,Current account,300070,Male,28,Married,Primary school,Administration,yes,no,0
X004451,Salary account,19330,Male,37,Single,unknown,unemployed,no,yes,0
X004452,Salary account,30659,Female,27,Married,Secondary school,Retired,no,no,0
X004453,Salary account,50960,Female,26,Divorced,Vocational degree,Technician,no,no,0
X004454,Salary account,49095,Male,46,Married,Vocational degree,Student,yes,no,0
X004455,Savings account,30676,Female,21,unknown,Primary school,Administration,no,no,1
X004456,Current account,60334,Female,30,Married,Secondary school,Administration,unknown,no,0
X004457,Savings account,199066,Female,25,Single,Primary school,Administration,yes,no,1
X004458,Current account,450445,Female,39,Married,Secondary school,Part-time,unknown,no,0
X004459,Current account,139129,Female,32,Married,High school,House help,yes,no,0
X004460,Current account,119244,Female,48,Single,Primary school,Administration,yes,no,0
X004461,Current account,270286,Female,43,Married,High school,House help,yes,no,0
X004462,Savings account,130303,Male,48,Married,Primary school,Administration,yes,no,0
X004463,Savings account,49104,Male,28,Married,College degree,Entreprenuer,no,no,0
X004464,Current account,220481,Female,50,Married,Secondary school,Administration,yes,no,0
X004465,Current account,49864,Male,26,Married,Middle school,Administration,no,no,0
X004466,Salary account,20439,Male,35,Divorced,Vocational degree,Services,yes,no,0
X004467,Current account,109612,Male,52,Married,Secondary school,Administration,no,no,0
X004468,Savings account,70389,Female,36,Single,College degree,Retired,no,no,0
X004469,Current account,379545,Female,37,Married,High school,Part-time,yes,no,0
X004470,Salary account,159510,Male,25,Married,Vocational degree,Services,yes,no,0
X004471,Current account,69803,Male,33,Married,No education,House help,yes,no,0
X004472,Current account,89502,Female,31,Married,High school,Part-time,yes,no,0
X004473,Savings account,130002,Male,53,Single,Primary school,Administration,no,no,0
X004474,Current account,239287,Female,28,Married,Secondary school,Administration,yes,no,0
X004475,Salary account,119095,Male,30,Married,Vocational degree,Technician,yes,no,0
X004476,Salary account,240528,Female,42,Married,Vocational degree,Technician,no,yes,0
X004477,Salary account,299670,Male,47,Married,Vocational degree,Technician,no,no,0
X004478,Current account,100085,Female,42,Single,High school,Part-time,no,no,0
X004479,Salary account,200703,Female,25,Married,Vocational degree,Technician,yes,no,0
X004480,Current account,49273,Male,38,Married,College degree,Management,no,no,0
X004481,Savings account,99313,Female,41,Married,College degree,Entreprenuer,no,no,0
X004482,Salary account,499832,Male,37,Divorced,Vocational degree,Technician,yes,yes,0
X004483,Savings account,20268,Male,50,Married,College degree,Retired,no,no,0
X004484,Current account,280490,Female,38,Married,High school,Business owner,no,no,0
X004485,Current account,159290,Female,22,Married,High school,House help,no,no,0
X004486,Current account,29732,Male,23,Single,High school,Part-time,no,no,0
X004487,Current account,49066,Male,47,Married,College degree,Management,no,no,0
X004488,Salary account,19611,Male,23,Married,Vocational degree,Services,no,no,0
X004489,Current account,139892,Male,31,Married,High school,Part-time,no,no,0
X004490,Savings account,130692,Male,28,Married,College degree,Retired,no,no,0
X004491,Salary account,100057,Female,25,Single,Vocational degree,Technician,yes,no,0
X004492,Salary account,100441,Male,27,Married,Vocational degree,Technician,no,no,0
X004493,Salary account,49159,Male,27,Married,Vocational degree,Technician,no,yes,1
X004494,Salary account,360357,Male,31,Married,Vocational degree,Technician,yes,yes,0
X004495,Savings account,10705,Male,40,Married,Primary school,Part-time,yes,no,1
X004496,Salary account,50716,Male,67,Married,unknown,Technician,yes,yes,0
X004497,Current account,9041,Male,24,Divorced,College degree,Management,no,no,0
X004498,Salary account,210322,Male,40,Married,Secondary school,Retired,no,no,0
X004499,Salary account,319880,Male,33,Married,unknown,unemployed,no,yes,0
X004500,Salary account,69521,Female,21,Married,Vocational degree,Services,no,no,0
X004501,Savings account,159839,Female,22,Single,Primary school,Part-time,yes,no,0
X004502,Savings account,179325,Male,36,Married,Primary school,Part-time,yes,no,0
X004503,Salary account,69113,Female,25,Married,High school,Student,yes,yes,0
X004504,Current account,280169,Female,29,Divorced,High school,Part-time,yes,no,0
X004505,Current account,40688,Male,30,Married,Secondary school,Administration,yes,no,0
X004506,Salary account,49116,Female,52,Married,unknown,Technician,no,yes,0
X004507,Salary account,80867,Female,24,Married,Vocational degree,Technician,no,yes,0
X004508,Current account,29186,Male,42,Married,Middle school,Part-time,yes,no,0
X004509,Salary account,19791,Female,25,Single,Vocational degree,Services,no,no,0
X004510,Current account,129706,Female,44,Married,Secondary school,Administration,yes,no,0
X004511,Current account,9109,Male,27,Married,Secondary school,Part-time,yes,no,0
X004512,Salary account,69056,Female,27,Divorced,unknown,unemployed,yes,yes,0
X004513,Current account,280944,Male,32,Single,High school,Part-time,no,no,0
X004514,Current account,299205,Male,34,Married,Secondary school,Administration,unknown,no,0
X004515,Savings account,49134,Female,39,Married,Primary school,Administration,yes,no,1
X004516,Current account,229098,Male,31,Married,Primary school,Administration,unknown,no,0
X004517,Current account,79889,Female,37,Married,Primary school,Administration,yes,no,0
X004518,Savings account,49541,Male,39,Married,Primary school,Administration,yes,no,1
X004519,Savings account,469335,Female,38,Divorced,College degree,Retired,yes,no,0
X004520,Current account,210648,Male,41,Married,High school,Part-time,no,no,0
X004521,Current account,200970,Female,34,Married,Primary school,Administration,yes,no,0
X004522,Current account,50839,Male,44,Married,Middle school,Administration,no,no,0
X004523,Salary account,300391,Female,39,Married,Vocational degree,Services,unknown,no,0
X004524,Salary account,500756,Female,32,Married,unknown,unemployed,no,yes,0
X004525,Current account,149595,Female,35,Married,High school,Part-time,no,no,0
X004526,Savings account,50948,Male,26,Married,College degree,Entreprenuer,yes,no,0
X004527,Current account,270359,Male,35,Married,Middle school,Part-time,no,no,1
X004528,Salary account,60750,Female,29,Married,Vocational degree,Technician,yes,yes,1
X004529,Salary account,200463,Female,33,Married,Vocational degree,Technician,yes,no,0
X004530,Current account,49962,Female,24,Married,Middle school,Administration,no,no,0
X004531,Salary account,139008,Female,30,Married,College degree,Technician,yes,yes,0
X004532,Current account,120190,Female,26,Married,High school,Part-time,no,no,0
X004533,Salary account,20434,Male,27,Married,Vocational degree,Services,no,no,0
X004534,Salary account,209243,Female,31,Married,Vocational degree,Technician,yes,no,0
X004535,Current account,69092,Female,27,Married,High school,Part-time,yes,no,0
X004536,Current account,229525,Male,39,Married,Primary school,Part-time,no,no,0
X004537,Current account,270766,Female,33,Married,High school,Business owner,yes,no,0
X004538,Salary account,19572,Male,54,Married,Vocational degree,Technician,no,yes,0
X004539,Current account,120385,Female,28,Divorced,Primary school,Administration,no,no,0
X004540,Salary account,139769,Female,25,Married,Vocational degree,Technician,no,no,0
X004541,Current account,179936,Female,35,Single,Secondary school,Administration,yes,no,0
X004542,Salary account,189615,Male,34,Single,Vocational degree,Technician,unknown,no,0
X004543,Salary account,100106,Female,29,Married,Vocational degree,Services,no,no,0
X004544,Current account,49536,Female,28,Married,Secondary school,Administration,no,no,0
X004545,Current account,149642,Male,43,Married,College degree,Management,yes,no,0
X004546,Current account,249943,Female,37,Single,Primary school,Administration,no,no,0
X004547,Savings account,219729,Female,26,Married,Primary school,Part-time,no,no,0
X004548,Savings account,200398,Male,29,Single,College degree,Entreprenuer,no,no,0
X004549,Current account,250030,Female,43,Married,High school,Part-time,no,no,0
X004550,Current account,280063,Female,30,Single,College degree,Management,yes,no,0
X004551,Savings account,30721,Male,65,Married,Primary school,Administration,yes,no,0
X004552,Salary account,79166,Female,30,Married,Vocational degree,Services,yes,no,0
X004553,Current account,379096,Female,32,Married,High school,Part-time,no,no,0
X004554,Current account,349587,Female,32,Single,High school,Part-time,no,no,0
X004555,Savings account,159351,Male,47,Divorced,Primary school,Part-time,no,no,1
X004556,Current account,69394,Male,46,Single,Middle school,Part-time,no,no,0
X004557,Current account,150637,Male,35,Married,Middle school,Administration,yes,no,0
X004558,Salary account,160008,Female,38,Married,Vocational degree,Technician,no,no,0
X004559,Savings account,40970,Male,28,Married,Primary school,Part-time,no,no,1
X004560,Current account,349962,Female,32,Married,Secondary school,Part-time,yes,no,0
X004561,Savings account,50761,Male,26,Married,Primary school,Administration,no,no,1
X004562,Current account,220504,Female,39,Married,Primary school,Administration,yes,no,0
X004563,Savings account,199629,Female,25,Single,College degree,Retired,no,no,0
X004564,Current account,390457,Male,43,Divorced,High school,Part-time,yes,no,0
X004565,Salary account,330564,Male,31,Married,Vocational degree,Technician,no,no,0
X004566,Salary account,99641,Male,58,Married,High school,Services,no,no,0
X004567,Salary account,70335,Female,60,Married,unknown,unemployed,yes,yes,0
X004568,Salary account,240503,Female,41,Divorced,Vocational degree,Entreprenuer,no,no,0
X004569,Current account,29036,Male,22,Married,Middle school,Administration,yes,no,0
X004570,Salary account,30829,Female,44,Single,unknown,Unemployed,no,yes,1
X004571,Current account,159297,Male,29,Married,High school,Business owner,yes,no,0
X004572,Current account,120001,Female,39,Married,College degree,Management,yes,no,0
X004573,Current account,9711,Female,55,Married,Middle school,Part-time,yes,no,1
X004574,Current account,470803,Male,32,Single,Secondary school,Part-time,no,no,0
X004575,Current account,200039,Female,27,Married,Middle school,Business owner,yes,no,0
X004576,Current account,49265,Male,21,Married,High school,Part-time,no,no,0
X004577,Current account,90062,Female,31,Married,Secondary school,Administration,yes,no,0
X004578,Salary account,220615,Female,37,Married,College degree,Entreprenuer,yes,no,0
X004579,Salary account,39868,Female,24,Single,Vocational degree,Technician,no,yes,1
X004580,Savings account,199838,Male,52,Married,Primary school,Administration,yes,no,1
X004581,Current account,119117,Male,45,Married,Primary school,Administration,yes,no,0
X004582,Savings account,209814,Male,43,Single,Primary school,Administration,yes,no,0
X004583,Current account,30332,Female,22,Single,College degree,Management,yes,no,0
X004584,Salary account,109776,Male,53,Married,Vocational degree,Technician,no,yes,0
X004585,Current account,280354,Male,35,Married,Primary school,Administration,no,no,0
X004586,Salary account,150409,Female,31,Single,Vocational degree,Technician,no,yes,0
X004587,Current account,20752,Male,48,Married,Middle school,Administration,no,no,0
X004588,Salary account,80356,Male,23,Married,Vocational degree,Technician,no,yes,0
X004589,Current account,50578,Male,44,Married,Primary school,Part-time,unknown,no,1
X004590,Current account,169196,Male,38,Married,Secondary school,Administration,no,no,0
X004591,Salary account,199296,Male,46,Single,High school,Services,no,no,0
X004592,Current account,300228,Male,36,Married,Secondary school,Administration,yes,no,0
X004593,Current account,100153,Male,45,Married,Primary school,Part-time,no,no,1
X004594,Current account,79451,Male,29,Married,Middle school,Administration,yes,no,0
X004595,Current account,29989,Male,31,Divorced,Secondary school,House help,yes,no,0
X004596,Current account,79927,Female,35,Married,High school,Part-time,no,no,0
X004597,Salary account,59573,Male,28,Married,Secondary school,Management,yes,no,0
X004598,Current account,110309,Female,26,Married,High school,Part-time,yes,no,0
X004599,Salary account,9617,Female,46,Single,High school,Entreprenuer,no,no,0
X004600,Current account,290631,Female,31,Married,Secondary school,Part-time,yes,no,0
X004601,Salary account,29785,Male,24,Married,Vocational degree,Technician,yes,yes,0
X004602,Current account,59065,Male,44,Married,Primary school,Administration,yes,no,0
X004603,Savings account,150692,Male,49,Divorced,College degree,Management,yes,no,0
X004604,Current account,749154,Female,39,Divorced,Secondary school,Part-time,no,no,0
X004605,Current account,29425,Male,31,Single,High school,Part-time,yes,no,0
X004606,Salary account,159829,Female,50,Divorced,Vocational degree,Services,yes,no,0
X004607,Salary account,49193,Female,33,Married,unknown,Unemployed,no,yes,0
X004608,Current account,49123,Female,42,Married,Secondary school,Part-time,unknown,no,0
X004609,Current account,159315,Male,31,Single,High school,Part-time,no,no,0
X004610,Salary account,150767,Female,21,Married,Vocational degree,Technician,no,no,0
X004611,Salary account,29513,Female,40,Married,Vocational degree,Services,yes,no,0
X004612,Current account,349574,Male,35,Divorced,High school,Part-time,yes,no,0
X004613,Current account,19885,Female,23,Married,Primary school,Administration,no,no,0
X004614,Current account,49637,Male,37,Single,High school,Part-time,no,no,0
X004615,Salary account,180534,Male,27,Married,Vocational degree,Technician,yes,yes,0
X004616,Salary account,30963,Male,23,Married,High school,Services,no,unknown,1
X004617,Salary account,100688,Male,52,Married,Vocational degree,Technician,no,yes,0
X004618,Current account,19526,Male,22,Married,High school,Part-time,yes,no,0
